,EC,FC,HP_EHR
T6713,4.403,23.1,2.168
T6714,4.441,23.1,2.168
T6715,4.448,23.1,2.168
T6716,4.494,23.1,2.168
T6717,4.487,23.1,2.168
T6718,4.517,23.1,2.168
T6719,4.479,23.1,2.168
T6720,4.509,23.1,2.168
T6721,4.509,23.1,2.168
T6722,4.54,23.1,2.168
T6723,4.57,23.1,2.168
T6724,4.555,23.1,2.168
T6725,4.487,23.1,2.168
T6726,4.487,23.1,2.168
T6727,4.517,23.1,2.168
T6728,4.502,23.1,2.168
T6729,4.464,23.1,2.168
T6730,4.426,23.1,2.168
T6731,4.403,23.1,2.168
T6732,4.418,23.1,2.168
T6733,4.441,23.1,2.168
T6734,4.426,23.1,2.168
T6735,4.479,23.1,2.168
T6736,4.54,23.1,2.168
T6737,4.547,23.1,2.168
T6738,4.547,23.1,2.168
T6739,4.517,23.1,2.168
T6740,4.471,23.1,2.168
T6741,4.418,23.1,2.142
T6742,4.395,23.1,2.142
T6743,4.372,23.1,2.142
T6744,4.334,23.1,2.142
T6745,4.441,23.1,2.142
T6746,4.494,23.1,2.142
T6747,4.586,23.1,2.142
T6748,4.616,23.1,2.142
T6749,4.616,23.1,2.142
T6750,4.692,23.1,2.142
T6751,4.738,23.1,2.142
T6752,4.707,23.1,2.142
T6753,4.616,23.1,2.142
T6754,4.494,23.1,2.142
T6755,4.418,23.1,2.142
T6756,4.403,23.1,2.142
T6757,4.365,23.1,2.142
T6758,4.342,23.1,2.142
T6759,4.342,23.1,2.142
T6760,4.395,23.1,2.142
T6761,4.456,23.1,2.142
T6762,4.525,23.1,2.142
T6763,4.494,23.1,2.142
T6764,4.502,23.1,2.142
T6765,4.471,23.1,2.142
T6766,4.471,23.1,2.142
T6767,4.487,23.1,2.142
T6768,4.502,23.1,2.142
T6769,4.54,23.1,2.142
T6770,4.532,23.1,2.142
T6771,4.563,23.1,2.142
T6772,4.578,23.1,2.142
T6773,4.586,23.1,2.142
T6774,4.578,23.1,2.142
T6775,4.654,23.1,2.142
T6776,4.707,23.1,2.142
T6777,4.715,23.1,2.142
T6778,4.692,23.1,2.142
T6779,4.608,23.1,2.142
T6780,4.578,23.1,2.142
T6781,4.563,23.1,2.142
T6782,4.624,23.1,2.142
T6783,4.624,23.1,2.142
T6784,4.624,23.1,2.142
T6785,4.692,23.1,2.142
T6786,4.707,23.1,2.142
T6787,4.807,23.1,2.142
T6788,4.868,23.1,2.142
T6789,4.837,23.1,2.142
T6790,4.814,23.1,2.142
T6791,4.852,23.1,2.142
T6792,4.868,23.1,2.142
T6793,4.807,23.1,2.142
T6794,4.791,23.1,2.142
T6795,4.784,23.1,2.142
T6796,4.784,23.1,2.142
T6797,4.807,23.1,2.142
T6798,4.822,23.1,2.142
T6799,4.837,23.1,2.142
T6800,4.768,23.1,2.142
T6801,4.685,23.1,2.142
T6802,4.654,23.1,2.142
T6803,4.593,23.1,2.142
T6804,4.54,23.1,2.142
T6805,4.494,23.1,2.142
T6806,4.487,23.1,2.142
T6807,4.517,23.1,2.142
T6808,4.525,23.1,2.142
T6809,4.616,23.1,2.142
T6810,4.761,23.1,2.142
T6811,4.852,23.1,2.142
T6812,4.822,23.1,2.142
T6813,4.875,23.1,2.142
T6814,4.928,23.1,2.142
T6815,5.005,23.1,2.142
T6816,5.02,23.1,2.142
T6817,5.111,23.1,2.142
T6818,5.18,23.1,2.142
T6819,5.157,23.1,2.142
T6820,5.157,23.1,2.142
T6821,5.241,23.1,2.142
T6822,5.165,23.1,2.142
T6823,5.165,23.1,2.142
T6824,5.165,23.1,2.142
T6825,4.875,23.1,2.142
T6826,4.647,23.1,2.142
T6827,4.578,23.1,2.142
T6828,4.517,23.1,2.142
T6829,4.456,23.1,2.142
T6830,4.456,23.1,2.142
T6831,4.471,23.1,2.142
T6832,4.517,23.1,2.142
T6833,4.586,23.1,2.142
T6834,4.707,23.1,2.142
T6835,4.761,23.1,2.142
T6836,4.746,23.1,2.142
T6837,4.791,23.1,2.142
T6838,4.868,23.1,2.142
T6839,4.829,23.1,2.142
T6840,4.791,23.1,2.142
T6841,4.814,23.1,2.142
T6842,4.814,23.1,2.142
T6843,4.829,23.1,2.142
T6844,4.852,23.1,2.142
T6845,4.852,23.1,2.142
T6846,4.883,23.1,2.142
T6847,4.883,23.1,2.142
T6848,4.799,23.1,2.142
T6849,4.631,23.1,2.142
T6850,4.586,23.1,2.142
T6851,4.525,23.1,2.142
T6852,4.487,23.1,2.142
T6853,4.471,23.1,2.142
T6854,4.464,23.1,2.142
T6855,4.464,23.1,2.142
T6856,4.479,23.1,2.142
T6857,4.487,23.1,2.142
T6858,4.601,23.1,2.142
T6859,4.563,23.1,2.142
T6860,4.639,23.1,2.142
T6861,4.631,23.1,2.142
T6862,4.677,23.1,2.142
T6863,4.746,23.1,2.142
T6864,4.784,23.1,2.142
T6865,4.807,23.1,2.142
T6866,4.791,23.1,2.142
T6867,4.814,23.1,2.142
T6868,4.829,23.1,2.142
T6869,4.837,23.1,2.142
T6870,4.852,23.1,2.142
T6871,4.845,23.1,2.142
T6872,4.86,23.1,2.142
T6873,4.845,23.1,2.142
T6874,4.807,23.1,2.142
T6875,4.738,23.1,2.142
T6876,4.631,23.1,2.142
T6877,4.601,23.1,2.142
T6878,4.608,23.1,2.142
T6879,4.608,23.1,2.142
T6880,4.616,23.1,2.142
T6881,4.639,23.1,2.142
T6882,4.692,23.1,2.142
T6883,4.715,23.1,2.142
T6884,4.738,23.1,2.142
T6885,4.784,23.1,2.142
T6886,4.784,23.1,2.142
T6887,4.776,23.1,2.142
T6888,4.761,23.1,2.142
T6889,4.776,23.1,2.142
T6890,4.791,23.1,2.12
T6891,4.814,23.1,2.12
T6892,4.814,23.1,2.12
T6893,4.822,23.1,2.12
T6894,4.852,23.1,2.12
T6895,4.852,23.1,2.12
T6896,4.845,23.1,2.12
T6897,4.837,23.1,2.12
T6898,4.807,23.1,2.12
T6899,4.761,23.1,2.12
T6900,4.715,23.1,2.12
T6901,4.685,23.1,2.12
T6902,4.669,23.1,2.12
T6903,4.669,23.1,2.12
T6904,4.662,23.1,2.12
T6905,4.7,23.1,2.12
T6906,4.768,23.1,2.12
T6907,4.791,23.1,2.12
T6908,4.776,23.1,2.12
T6909,4.822,23.1,2.12
T6910,4.852,23.1,2.12
T6911,4.852,23.1,2.12
T6912,4.906,23.1,2.12
T6913,4.936,23.1,2.12
T6914,4.951,23.1,2.12
T6915,4.913,23.1,2.12
T6916,4.951,23.1,2.12
T6917,5.012,23.1,2.12
T6918,4.967,23.1,2.12
T6919,5.073,23.1,2.12
T6920,4.982,23.1,2.12
T6921,4.768,23.1,2.12
T6922,4.685,23.1,2.12
T6923,4.639,23.1,2.12
T6924,4.586,23.1,2.12
T6925,4.578,23.1,2.12
T6926,4.57,23.1,2.12
T6927,4.593,23.1,2.12
T6928,4.593,23.1,2.12
T6929,4.624,23.1,2.12
T6930,4.624,23.1,2.12
T6931,4.654,23.1,2.12
T6932,4.692,23.1,2.12
T6933,4.7,23.1,2.12
T6934,4.73,23.1,2.12
T6935,4.776,23.1,2.12
T6936,4.829,23.1,2.12
T6937,4.86,23.1,2.12
T6938,4.89,23.1,2.12
T6939,4.913,23.1,2.12
T6940,4.936,23.1,2.12
T6941,4.967,23.1,2.12
T6942,4.997,23.1,2.12
T6943,4.982,23.1,2.12
T6944,4.982,23.1,2.12
T6945,4.875,23.1,2.12
T6946,4.807,23.1,2.12
T6947,4.768,23.1,2.12
T6948,4.707,23.1,2.12
T6949,4.685,23.1,2.12
T6950,4.685,23.1,2.12
T6951,4.677,23.1,2.12
T6952,4.669,23.1,2.12
T6953,4.692,23.1,2.12
T6954,4.875,23.1,2.12
T6955,4.868,23.1,2.12
T6956,4.746,23.1,2.12
T6957,4.723,23.1,2.12
T6958,4.7,23.1,2.12
T6959,4.7,23.1,2.12
T6960,4.692,23.1,2.12
T6961,4.73,23.1,2.12
T6962,4.73,23.1,2.12
T6963,4.715,23.1,2.12
T6964,4.692,23.1,2.12
T6965,4.723,23.1,2.12
T6966,4.761,23.1,2.12
T6967,4.784,23.1,2.12
T6968,4.791,23.1,2.12
T6969,4.768,23.1,2.12
T6970,4.73,23.1,2.12
T6971,4.692,23.1,2.12
T6972,4.692,23.1,2.12
T6973,4.669,23.1,2.12
T6974,4.631,23.1,2.12
T6975,4.624,23.1,2.12
T6976,4.654,23.1,2.12
T6977,4.707,23.1,2.12
T6978,4.837,23.1,2.12
T6979,4.906,23.1,2.12
T6980,5.073,23.1,2.12
T6981,5.066,23.1,2.12
T6982,5.149,23.1,2.12
T6983,5.18,23.1,2.12
T6984,5.226,23.1,2.12
T6985,5.226,23.1,2.12
T6986,5.21,23.1,2.12
T6987,5.195,23.1,2.12
T6988,5.203,23.1,2.12
T6989,5.18,23.1,2.12
T6990,5.058,23.1,2.12
T6991,5.088,23.1,2.12
T6992,5.005,23.1,2.12
T6993,4.898,23.1,2.12
T6994,4.799,23.1,2.12
T6995,4.685,23.1,2.12
T6996,4.647,23.1,2.12
T6997,4.616,23.1,2.12
T6998,4.593,23.1,2.12
T6999,4.586,23.1,2.12
T7000,4.639,23.1,2.12
T7001,4.715,23.1,2.12
T7002,4.883,23.1,2.12
T7003,5.012,23.1,2.12
T7004,4.997,23.1,2.12
T7005,4.967,23.1,2.12
T7006,4.982,23.1,2.12
T7007,4.89,23.1,2.12
T7008,4.738,23.1,2.12
T7009,4.753,23.1,2.12
T7010,4.753,23.1,2.12
T7011,4.738,23.1,2.12
T7012,4.723,23.1,2.12
T7013,4.669,23.1,2.12
T7014,4.639,23.1,2.12
T7015,4.639,23.1,2.12
T7016,4.616,23.1,2.12
T7017,4.593,23.1,2.12
T7018,4.563,23.1,2.12
T7019,4.563,23.1,2.12
T7020,4.547,23.1,2.12
T7021,4.555,23.1,2.12
T7022,4.57,23.1,2.12
T7023,4.578,23.1,2.12
T7024,4.593,23.1,2.12
T7025,4.593,23.1,2.12
T7026,4.616,23.1,2.12
T7027,4.624,23.1,2.12
T7028,4.608,23.1,2.12
T7029,4.616,23.1,2.12
T7030,4.654,23.1,2.12
T7031,4.647,23.1,2.12
T7032,4.631,23.1,2.12
T7033,4.616,23.1,2.12
T7034,4.601,23.1,2.12
T7035,4.593,23.1,2.12
T7036,4.586,23.1,2.12
T7037,4.631,23.1,2.12
T7038,4.601,23.1,2.12
T7039,4.563,23.1,2.12
T7040,4.532,23.1,2.12
T7041,4.517,23.1,2.12
T7042,4.509,23.1,2.12
T7043,4.502,23.1,2.12
T7044,4.494,23.1,2.12
T7045,4.487,23.1,2.12
T7046,4.494,23.1,2.12
T7047,4.502,23.1,2.12
T7048,4.509,23.1,2.12
T7049,4.517,23.1,2.12
T7050,4.517,23.1,2.12
T7051,4.509,23.1,2.12
T7052,4.494,23.1,2.12
T7053,4.464,23.1,2.12
T7054,4.426,23.1,2.12
T7055,4.418,23.1,2.12
T7056,4.387,23.1,2.12
T7057,4.334,23.1,2.12
T7058,4.326,23.1,2.12
T7059,4.357,23.1,2.12
T7060,4.372,23.1,2.12
T7061,4.372,23.1,2.12
T7062,4.349,23.1,2.12
T7063,4.342,23.1,2.12
T7064,4.349,23.1,2.12
T7065,4.395,23.1,2.12
T7066,4.387,23.1,2.12
T7067,4.319,23.1,2.12
T7068,4.281,23.1,2.12
T7069,4.296,23.1,2.12
T7070,4.304,23.1,2.12
T7071,4.319,23.1,2.12
T7072,4.334,23.1,2.12
T7073,4.365,23.1,2.12
T7074,4.418,23.1,2.12
T7075,4.441,23.1,2.12
T7076,4.448,23.1,2.12
T7077,4.433,23.1,2.12
T7078,4.41,23.1,2.12
T7079,4.433,23.1,2.12
T7080,4.441,23.1,2.12
T7081,4.517,23.1,2.12
T7082,4.578,23.1,2.12
T7083,4.586,23.1,2.12
T7084,4.578,23.1,2.12
T7085,4.624,23.1,2.12
T7086,4.601,23.1,2.12
T7087,4.586,23.1,2.12
T7088,4.586,23.1,2.12
T7089,4.555,23.1,2.12
T7090,4.54,23.1,2.12
T7091,4.57,23.1,2.12
T7092,4.555,23.1,2.12
T7093,4.502,23.1,2.12
T7094,4.479,23.1,2.12
T7095,4.494,23.1,2.12
T7096,4.494,23.1,2.12
T7097,4.54,23.1,2.12
T7098,4.563,23.1,2.12
T7099,4.624,23.1,2.12
T7100,4.692,23.1,2.12
T7101,4.807,23.1,2.12
T7102,4.753,23.1,2.12
T7103,4.662,23.1,2.12
T7104,4.631,23.1,2.12
T7105,4.608,23.1,2.12
T7106,4.593,23.1,2.12
T7107,4.578,23.1,2.12
T7108,4.555,23.1,2.12
T7109,4.54,23.1,2.12
T7110,4.525,23.1,2.12
T7111,4.525,23.1,2.12
T7112,4.525,23.1,2.12
T7113,4.525,23.1,2.12
T7114,4.509,23.1,2.12
T7115,4.448,23.1,2.12
T7116,4.403,23.1,2.12
T7117,4.387,23.1,2.12
T7118,4.41,23.1,2.12
T7119,4.426,23.1,2.12
T7120,4.494,23.1,2.12
T7121,4.578,23.1,2.12
T7122,4.631,23.1,2.12
T7123,4.624,23.1,2.12
T7124,4.616,23.1,2.12
T7125,4.54,23.1,2.12
T7126,4.517,23.1,2.12
T7127,4.509,23.1,2.12
T7128,4.517,23.1,2.12
T7129,4.502,23.1,2.12
T7130,4.494,23.1,2.12
T7131,4.471,23.1,2.12
T7132,4.456,23.1,2.12
T7133,4.456,23.1,2.12
T7134,4.448,23.1,2.12
T7135,4.441,23.1,2.12
T7136,4.441,23.1,2.12
T7137,4.433,23.1,2.12
T7138,4.41,23.1,2.12
T7139,4.433,23.1,2.12
T7140,4.433,23.1,2.12
T7141,4.441,23.1,2.12
T7142,4.441,23.1,2.12
T7143,4.441,23.1,2.12
T7144,4.441,23.1,2.12
T7145,4.448,23.1,2.12
T7146,4.456,23.1,2.12
T7147,4.479,23.1,2.12
T7148,4.509,23.1,2.12
T7149,4.502,23.1,2.12
T7150,4.525,23.1,2.12
T7151,4.54,23.1,2.12
T7152,4.547,23.1,2.12
T7153,4.555,23.1,2.12
T7154,4.57,23.1,2.12
T7155,4.586,23.1,2.12
T7156,4.601,23.1,2.12
T7157,4.586,23.1,2.12
T7158,4.601,23.1,2.12
T7159,4.608,23.1,2.12
T7160,4.57,23.1,2.12
T7161,4.532,23.1,2.12
T7162,4.517,23.1,2.12
T7163,4.54,23.1,2.12
T7164,4.54,23.1,2.12
T7165,4.525,23.1,2.12
T7166,4.532,23.1,2.12
T7167,4.54,23.1,2.12
T7168,4.57,23.1,2.12
T7169,4.57,23.1,2.12
T7170,4.586,23.1,2.12
T7171,4.578,23.1,2.12
T7172,4.57,23.1,2.12
T7173,4.578,23.1,2.12
T7174,4.601,23.1,2.12
T7175,4.631,23.1,2.098
T7176,4.654,23.1,2.098
T7177,4.685,23.1,2.098
T7178,4.723,23.1,2.098
T7179,4.753,23.1,2.098
T7180,4.746,23.1,2.098
T7181,4.715,23.1,2.098
T7182,4.738,23.1,2.098
T7183,4.723,23.1,2.098
T7184,4.715,23.1,2.098
T7185,4.685,23.1,2.098
T7186,4.654,23.1,2.098
T7187,4.639,23.1,2.098
T7188,4.639,23.1,2.098
T7189,4.593,23.1,2.098
T7190,4.578,23.1,2.098
T7191,4.601,23.1,2.098
T7192,4.616,23.1,2.098
T7193,4.647,23.1,2.098
T7194,4.662,23.1,2.098
T7195,4.639,23.1,2.098
T7196,4.631,23.1,2.098
T7197,4.639,23.1,2.098
T7198,4.639,23.1,2.098
T7199,4.631,23.1,2.098
T7200,4.601,23.1,2.098
T7201,4.601,23.1,2.098
T7202,4.593,23.1,2.098
T7203,4.601,23.1,2.098
T7204,4.631,23.1,2.098
T7205,4.654,23.1,2.098
T7206,4.707,23.1,2.098
T7207,4.692,23.1,2.098
T7208,4.692,23.1,2.098
T7209,4.654,23.1,2.098
T7210,4.608,23.1,2.098
T7211,4.555,23.1,2.098
T7212,4.502,23.1,2.098
T7213,4.479,23.1,2.098
T7214,4.487,23.1,2.098
T7215,4.502,23.1,2.098
T7216,4.532,23.1,2.098
T7217,4.608,23.1,2.098
T7218,4.601,23.1,2.098
T7219,4.578,23.1,2.098
T7220,4.608,23.1,2.098
T7221,4.601,23.1,2.098
T7222,4.601,23.1,2.098
T7223,4.616,23.1,2.098
T7224,4.616,23.1,2.098
T7225,4.631,23.1,2.098
T7226,4.601,23.1,2.098
T7227,4.601,23.1,2.098
T7228,4.601,23.1,2.098
T7229,4.647,23.1,2.098
T7230,4.7,23.1,2.098
T7231,4.738,23.1,2.098
T7232,4.738,23.1,2.098
T7233,4.707,23.1,2.098
T7234,4.669,23.1,2.098
T7235,4.669,23.1,2.098
T7236,4.662,23.1,2.098
T7237,4.7,23.1,2.098
T7238,4.654,23.1,2.098
T7239,4.685,23.1,2.098
T7240,4.677,23.1,2.098
T7241,4.677,23.1,2.098
T7242,4.784,23.1,2.098
T7243,4.852,23.1,2.098
T7244,4.86,23.1,2.098
T7245,4.913,23.1,2.098
T7246,4.928,23.1,2.098
T7247,4.951,23.1,2.098
T7248,4.921,23.1,2.098
T7249,4.921,23.1,2.098
T7250,4.883,23.1,2.098
T7251,4.936,23.1,2.098
T7252,4.921,23.1,2.098
T7253,4.875,23.1,2.098
T7254,4.852,23.1,2.098
T7255,4.768,23.1,2.098
T7256,4.692,23.1,2.098
T7257,4.677,23.1,2.098
T7258,4.662,23.1,2.098
T7259,4.662,23.1,2.098
T7260,4.662,23.1,2.098
T7261,4.654,23.1,2.098
T7262,4.639,23.1,2.098
T7263,4.647,23.1,2.098
T7264,4.624,23.1,2.098
T7265,4.624,23.1,2.098
T7266,4.608,23.1,2.098
T7267,4.616,23.1,2.098
T7268,4.654,23.1,2.098
T7269,4.647,23.1,2.098
T7270,4.639,23.1,2.098
T7271,4.631,23.1,2.098
T7272,4.608,23.1,2.098
T7273,4.593,23.1,2.098
T7274,4.57,23.1,2.098
T7275,4.555,23.1,2.098
T7276,4.563,23.1,2.098
T7277,4.563,23.1,2.098
T7278,4.563,23.1,2.098
T7279,4.57,23.1,2.098
T7280,4.578,23.1,2.098
T7281,4.54,23.1,2.098
T7282,4.509,23.1,2.098
T7283,4.487,23.1,2.098
T7284,4.479,23.1,2.098
T7285,4.464,23.1,2.098
T7286,4.479,23.1,2.098
T7287,4.494,23.1,2.098
T7288,4.487,23.1,2.098
T7289,4.509,23.1,2.098
T7290,4.54,23.1,2.098
T7291,4.525,23.1,2.098
T7292,4.525,23.1,2.098
T7293,4.479,23.1,2.098
T7294,4.464,23.1,2.098
T7295,4.464,23.1,2.098
T7296,4.456,23.1,2.098
T7297,4.487,23.1,2.098
T7298,4.479,23.1,2.098
T7299,4.479,23.1,2.098
T7300,4.479,23.1,2.098
T7301,4.479,23.1,2.098
T7302,4.509,23.1,2.098
T7303,4.54,23.1,2.098
T7304,4.54,23.1,2.098
T7305,4.525,23.1,2.098
T7306,4.509,23.1,2.098
T7307,4.525,23.1,2.098
T7308,4.487,23.1,2.098
T7309,4.479,23.1,2.098
T7310,4.464,23.1,2.098
T7311,4.494,23.1,2.098
T7312,4.532,23.1,2.098
T7313,4.54,23.1,2.098
T7314,4.517,23.1,2.074
T7315,4.494,23.1,2.074
T7316,4.471,23.1,2.074
T7317,4.464,23.1,2.074
T7318,4.471,23.1,2.074
T7319,4.471,23.1,2.074
T7320,4.448,23.1,2.074
T7321,4.433,23.1,2.074
T7322,4.448,23.1,2.074
T7323,4.441,23.1,2.074
T7324,4.418,23.1,2.074
T7325,4.395,23.1,2.074
T7326,4.387,23.1,2.074
T7327,4.387,23.1,2.074
T7328,4.357,23.1,2.074
T7329,4.319,23.1,2.074
T7330,4.304,23.1,2.074
T7331,4.288,23.1,2.074
T7332,4.288,23.1,2.074
T7333,4.189,23.1,2.074
T7334,4.205,23.1,2.074
T7335,4.205,23.1,2.074
T7336,4.235,23.1,2.074
T7337,4.243,23.1,2.074
T7338,4.25,23.1,2.074
T7339,4.235,23.1,2.074
T7340,4.243,23.1,2.074
T7341,4.288,23.1,2.074
T7342,4.395,23.1,2.074
T7343,4.509,23.1,2.074
T7344,4.563,23.1,2.074
T7345,4.601,23.1,2.074
T7346,4.616,23.1,2.074
T7347,4.631,23.1,2.074
T7348,4.631,23.1,2.074
T7349,4.616,23.1,2.074
T7350,4.608,23.1,2.074
T7351,4.616,23.1,2.074
T7352,4.631,23.1,2.074
T7353,4.624,23.1,2.074
T7354,4.578,23.1,2.074
T7355,4.54,23.1,2.074
T7356,4.525,23.1,2.074
T7357,4.509,23.1,2.074
T7358,4.532,23.1,2.074
T7359,4.502,23.1,2.074
T7360,4.525,23.1,2.074
T7361,4.593,23.1,2.074
T7362,4.669,23.1,2.074
T7363,4.784,23.1,2.074
T7364,4.746,23.1,2.074
T7365,4.814,23.1,2.074
T7366,4.845,23.1,2.074
T7367,4.746,23.1,2.074
T7368,4.715,23.1,2.074
T7369,4.669,23.1,2.074
T7370,4.73,23.1,2.074
T7371,4.776,23.1,2.074
T7372,4.784,23.1,2.074
T7373,4.791,23.1,2.074
T7374,4.807,23.1,2.074
T7375,4.776,23.1,2.074
T7376,4.761,23.1,2.074
T7377,4.738,23.1,2.074
T7378,4.715,23.1,2.074
T7379,4.654,23.1,2.074
T7380,4.578,23.1,2.074
T7381,4.547,23.1,2.074
T7382,4.563,23.1,2.074
T7383,4.57,23.1,2.074
T7384,4.616,23.1,2.074
T7385,4.654,23.1,2.074
T7386,4.707,23.1,2.074
T7387,4.738,23.1,2.074
T7388,4.776,23.1,2.074
T7389,4.791,23.1,2.074
T7390,4.822,23.1,2.074
T7391,4.822,23.1,2.074
T7392,4.852,23.1,2.074
T7393,4.837,23.1,2.074
T7394,4.822,23.1,2.074
T7395,4.791,23.1,2.074
T7396,4.829,23.1,2.074
T7397,4.837,23.1,2.074
T7398,4.829,23.1,2.074
T7399,4.822,23.1,2.074
T7400,4.784,23.1,2.074
T7401,4.723,23.1,2.074
T7402,4.669,23.1,2.074
T7403,4.631,23.1,2.074
T7404,4.601,23.1,2.074
T7405,4.593,23.1,2.074
T7406,4.578,23.1,2.074
T7407,4.563,23.1,2.074
T7408,4.586,23.1,2.074
T7409,4.586,23.1,2.074
T7410,4.608,23.1,2.074
T7411,4.601,23.1,2.074
T7412,4.547,23.1,2.074
T7413,4.509,23.1,2.074
T7414,4.532,23.1,2.074
T7415,4.547,23.1,2.074
T7416,4.563,23.1,2.074
T7417,4.563,23.1,2.074
T7418,4.54,23.1,2.074
T7419,4.509,23.1,2.074
T7420,4.555,23.1,2.074
T7421,4.563,23.1,2.074
T7422,4.547,23.1,2.074
T7423,4.547,23.1,2.074
T7424,4.555,23.1,2.074
T7425,4.563,23.1,2.074
T7426,4.555,23.1,2.074
T7427,4.54,23.1,2.074
T7428,4.509,23.1,2.074
T7429,4.509,23.1,2.074
T7430,4.525,23.1,2.074
T7431,4.547,23.1,2.074
T7432,4.57,23.1,2.074
T7433,4.57,23.1,2.074
T7434,4.57,23.1,2.074
T7435,4.586,23.1,2.074
T7436,4.768,23.1,2.074
T7437,4.791,23.1,2.074
T7438,4.845,23.1,2.074
T7439,4.738,23.1,2.074
T7440,4.753,23.1,2.074
T7441,4.852,23.1,2.074
T7442,4.829,23.1,2.074
T7443,4.829,23.1,2.074
T7444,4.822,23.1,2.074
T7445,4.799,23.1,2.074
T7446,4.768,23.1,2.074
T7447,4.761,23.1,2.074
T7448,4.73,23.1,2.074
T7449,4.677,23.1,2.074
T7450,4.616,23.1,2.074
T7451,4.601,23.1,2.074
T7452,4.601,23.1,2.074
T7453,4.608,23.1,2.074
T7454,4.639,23.1,2.053
T7455,4.7,23.1,2.053
T7456,4.768,23.1,2.053
T7457,4.837,23.1,2.053
T7458,4.776,23.1,2.053
T7459,4.768,23.1,2.053
T7460,4.776,23.1,2.053
T7461,4.822,23.1,2.053
T7462,4.989,23.1,2.053
T7463,5.012,23.1,2.053
T7464,5.043,23.1,2.053
T7465,5.088,23.1,2.053
T7466,5.104,23.1,2.053
T7467,5.203,23.1,2.053
T7468,5.226,23.1,2.053
T7469,5.195,23.1,2.053
T7470,5.134,23.1,2.053
T7471,5.088,23.1,2.053
T7472,5.073,23.1,2.053
T7473,5.073,23.1,2.053
T7474,4.868,23.1,2.053
T7475,4.753,23.1,2.053
T7476,4.677,23.1,2.053
T7477,4.639,23.1,2.053
T7478,4.669,23.1,2.053
T7479,4.631,23.1,2.053
T7480,4.7,23.1,2.053
T7481,4.791,23.1,2.053
T7482,4.868,23.1,2.053
T7483,4.829,23.1,2.053
T7484,4.73,23.1,2.053
T7485,4.7,23.1,2.053
T7486,4.707,23.1,2.053
T7487,4.7,23.1,2.053
T7488,4.692,23.1,2.053
T7489,4.692,23.1,2.053
T7490,4.685,23.1,2.053
T7491,4.692,23.1,2.053
T7492,4.7,23.1,2.053
T7493,4.7,23.1,2.053
T7494,4.7,23.1,2.053
T7495,4.7,23.1,2.053
T7496,4.692,23.1,2.053
T7497,4.7,23.1,2.053
T7498,4.707,23.1,2.053
T7499,4.707,23.1,2.053
T7500,4.715,23.1,2.053
T7501,4.707,23.1,2.053
T7502,4.707,23.1,2.053
T7503,4.715,23.1,2.053
T7504,4.715,23.1,2.053
T7505,4.715,23.1,2.053
T7506,4.707,23.1,2.053
T7507,4.707,23.1,2.053
T7508,4.715,23.1,2.053
T7509,4.73,23.1,2.053
T7510,4.723,23.1,2.053
T7511,4.723,23.1,2.053
T7512,4.723,23.1,2.053
T7513,4.723,23.1,2.053
T7514,4.715,23.1,2.053
T7515,4.723,23.1,2.053
T7516,4.73,23.1,2.053
T7517,4.738,23.1,2.053
T7518,4.746,23.1,2.053
T7519,4.73,23.1,2.053
T7520,4.738,23.1,2.053
T7521,4.746,23.1,2.053
T7522,4.768,23.1,2.053
T7523,4.768,23.1,2.053
T7524,4.768,23.1,2.053
T7525,4.768,23.1,2.053
T7526,4.776,23.1,2.053
T7527,4.776,23.1,2.053
T7528,4.784,23.1,2.053
T7529,4.791,23.1,2.053
T7530,4.799,23.1,2.053
T7531,4.799,23.1,2.053
T7532,4.814,23.1,2.053
T7533,4.814,23.1,2.053
T7534,4.814,23.1,2.053
T7535,4.829,23.1,2.053
T7536,4.837,23.1,2.053
T7537,4.845,23.1,2.053
T7538,4.837,23.1,2.053
T7539,4.837,23.1,2.053
T7540,4.86,23.1,2.053
T7541,4.883,23.1,2.053
T7542,4.906,23.1,2.053
T7543,4.928,23.1,2.053
T7544,4.928,23.1,2.053
T7545,4.944,23.1,2.053
T7546,4.944,23.1,2.053
T7547,4.936,23.1,2.053
T7548,4.928,23.1,2.053
T7549,4.928,23.1,2.053
T7550,4.944,23.1,2.053
T7551,4.944,23.1,2.053
T7552,4.951,23.1,2.053
T7553,4.951,23.1,2.053
T7554,4.951,23.1,2.053
T7555,4.936,23.1,2.053
T7556,4.936,23.1,2.053
T7557,4.921,23.1,2.053
T7558,4.921,23.1,2.053
T7559,4.921,23.1,2.053
T7560,4.921,23.1,2.053
T7561,4.921,23.1,2.053
T7562,4.921,23.1,2.053
T7563,4.928,23.1,2.053
T7564,4.944,23.1,2.053
T7565,4.944,23.1,2.053
T7566,4.928,23.1,2.053
T7567,4.921,23.1,2.053
T7568,4.906,23.1,2.053
T7569,4.89,23.1,2.053
T7570,4.883,23.1,2.053
T7571,4.868,23.1,2.053
T7572,4.852,23.1,2.053
T7573,4.837,23.1,2.053
T7574,4.822,23.1,2.053
T7575,4.822,23.1,2.053
T7576,4.814,23.1,2.053
T7577,4.807,23.1,2.053
T7578,4.791,23.1,2.053
T7579,4.776,23.1,2.053
T7580,4.73,23.1,2.053
T7581,4.723,23.1,2.053
T7582,4.746,23.1,2.053
T7583,4.768,23.1,2.053
T7584,4.776,23.1,2.053
T7585,4.799,23.1,2.053
T7586,4.837,23.1,2.053
